#ASN190-5  Hist_02022
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000004000
      -48 0.000014000
      -42 0.000240000
      -36 0.001340000
      -30 0.006100000
      -24 0.021904000
      -18 0.060380000
      -12 0.125278000
       -6 0.194170000
        0 0.221638000
        6 0.184830000
       12 0.112494000
       18 0.050180000
       24 0.016446000
       30 0.004112000
       36 0.000734000
       42 0.000126000
       48 0.000008000
       54 0.000002000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
