#GLU62-3  Hist_00638
    -180 0.060816000
    -174 0.056356000
    -168 0.041976000
    -162 0.025404000
    -156 0.011556000
    -150 0.004426000
    -144 0.001556000
    -138 0.000498000
    -132 0.000266000
    -126 0.000204000
    -120 0.000214000
    -114 0.000336000
    -108 0.000600000
    -102 0.001486000
     -96 0.004238000
     -90 0.012306000
     -84 0.032478000
     -78 0.066252000
     -72 0.093356000
     -66 0.093896000
     -60 0.073910000
     -54 0.049116000
     -48 0.027720000
     -42 0.012116000
     -36 0.004286000
     -30 0.001164000
     -24 0.000312000
     -18 0.000072000
     -12 0.000018000
      -6 0.000012000
       0 0.000012000
       6 0.000010000
      12 0.000008000
      18 0.000012000
      24 0.000078000
      30 0.000338000
      36 0.001322000
      42 0.004424000
      48 0.012176000
      54 0.026406000
      60 0.042508000
      66 0.049364000
      72 0.040044000
      78 0.022838000
      84 0.009840000
      90 0.003506000
      96 0.000994000
     102 0.000292000
     108 0.000084000
     114 0.000050000
     120 0.000020000
     126 0.000022000
     132 0.000066000
     138 0.000112000
     144 0.000492000
     150 0.001666000
     156 0.005806000
     162 0.016038000
     168 0.033166000
     174 0.051360000
