#ASN79-4  Hist_00830
    -180 0.015186000
    -174 0.014516000
    -168 0.014942000
    -162 0.015640000
    -156 0.016916000
    -150 0.018934000
    -144 0.020350000
    -138 0.021810000
    -132 0.022558000
    -126 0.022354000
    -120 0.021710000
    -114 0.019774000
    -108 0.018152000
    -102 0.015938000
     -96 0.012890000
     -90 0.011282000
     -84 0.010724000
     -78 0.009622000
     -72 0.008992000
     -66 0.007726000
     -60 0.006056000
     -54 0.004400000
     -48 0.003358000
     -42 0.002444000
     -36 0.001736000
     -30 0.001268000
     -24 0.000948000
     -18 0.000714000
     -12 0.000450000
      -6 0.000338000
       0 0.000270000
       6 0.000218000
      12 0.000180000
      18 0.000206000
      24 0.000288000
      30 0.000422000
      36 0.000650000
      42 0.001318000
      48 0.002466000
      54 0.004210000
      60 0.006944000
      66 0.010578000
      72 0.015922000
      78 0.025328000
      84 0.036242000
      90 0.049778000
      96 0.057552000
     102 0.057946000
     108 0.054346000
     114 0.048374000
     120 0.043262000
     126 0.038730000
     132 0.035984000
     138 0.032456000
     144 0.029698000
     150 0.026454000
     156 0.023676000
     162 0.020466000
     168 0.018304000
     174 0.016004000
