#SER129-0  Hist_01342
     -180 0.000076000
     -174 0.000474000
     -168 0.002708000
     -162 0.010328000
     -156 0.027028000
     -150 0.052848000
     -144 0.079100000
     -138 0.097892000
     -132 0.105400000
     -126 0.106736000
     -120 0.102088000
     -114 0.095308000
     -108 0.086496000
     -102 0.076220000
      -96 0.062790000
      -90 0.045382000
      -84 0.028402000
      -78 0.013930000
      -72 0.005138000
      -66 0.001368000
      -60 0.000236000
      -54 0.000040000
      -48 0.000006000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000006000
