#TYR193-0  Hist_02050
     -180 0.000012000
     -174 0.000162000
     -168 0.001326000
     -162 0.007078000
     -156 0.022128000
     -150 0.045136000
     -144 0.065154000
     -138 0.074584000
     -132 0.073810000
     -126 0.067172000
     -120 0.062214000
     -114 0.060496000
     -108 0.061656000
     -102 0.065890000
      -96 0.070256000
      -90 0.074584000
      -84 0.073932000
      -78 0.066062000
      -72 0.051796000
      -66 0.032904000
      -60 0.015968000
      -54 0.005660000
      -48 0.001586000
      -42 0.000350000
      -36 0.000064000
      -30 0.000016000
      -24 0.000004000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
