#LEU6-4   Hist_00066
    -180 0.120426000
    -174 0.061964000
    -168 0.019476000
    -162 0.004196000
    -156 0.000650000
    -150 0.000082000
    -144 0.000014000
    -138 0.000002000
    -132 0.000000000
    -126 0.000000000
    -120 0.000002000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000004000
     -90 0.000008000
     -84 0.000002000
     -78 0.000018000
     -72 0.000036000
     -66 0.000052000
     -60 0.000062000
     -54 0.000040000
     -48 0.000026000
     -42 0.000006000
     -36 0.000006000
     -30 0.000002000
     -24 0.000006000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000002000
       6 0.000004000
      12 0.000008000
      18 0.000048000
      24 0.000202000
      30 0.001188000
      36 0.005480000
      42 0.020560000
      48 0.053810000
      54 0.096962000
      60 0.110182000
      66 0.082574000
      72 0.044110000
      78 0.020322000
      84 0.008846000
      90 0.004088000
      96 0.001934000
     102 0.001022000
     108 0.000608000
     114 0.000584000
     120 0.000846000
     126 0.001492000
     132 0.003378000
     138 0.006644000
     144 0.010874000
     150 0.014378000
     156 0.022082000
     162 0.047224000
     168 0.097104000
     174 0.136364000
