#TYR105-4  Hist_01098
     -180 0.000006000
     -174 0.000004000
     -168 0.000006000
     -162 0.000006000
     -156 0.000004000
     -150 0.000010000
     -144 0.000016000
     -138 0.000106000
     -132 0.000620000
     -126 0.003222000
     -120 0.012308000
     -114 0.034954000
     -108 0.075256000
     -102 0.119614000
      -96 0.148134000
      -90 0.147752000
      -84 0.127064000
      -78 0.096208000
      -72 0.069182000
      -66 0.045252000
      -60 0.027428000
      -54 0.015450000
      -48 0.008402000
      -42 0.004270000
      -36 0.002120000
      -30 0.001000000
      -24 0.000604000
      -18 0.000264000
      -12 0.000152000
       -6 0.000060000
        0 0.000056000
        6 0.000034000
       12 0.000012000
       18 0.000004000
       24 0.000002000
       30 0.000000000
       36 0.000000000
       42 0.000002000
       48 0.000014000
       54 0.000074000
       60 0.000376000
       66 0.001370000
       72 0.003738000
       78 0.006970000
       84 0.009642000
       90 0.009750000
       96 0.008366000
      102 0.006412000
      108 0.004866000
      114 0.003520000
      120 0.002306000
      126 0.001446000
      132 0.000774000
      138 0.000384000
      144 0.000192000
      150 0.000102000
      156 0.000046000
      162 0.000032000
      168 0.000024000
      174 0.000012000
