#MET34-4  Hist_00348
    -180 0.151926000
    -174 0.170864000
    -168 0.125534000
    -162 0.063086000
    -156 0.024744000
    -150 0.008398000
    -144 0.002954000
    -138 0.001056000
    -132 0.000590000
    -126 0.000352000
    -120 0.000296000
    -114 0.000374000
    -108 0.000430000
    -102 0.000582000
     -96 0.001038000
     -90 0.001884000
     -84 0.002758000
     -78 0.002800000
     -72 0.002554000
     -66 0.002032000
     -60 0.001238000
     -54 0.000658000
     -48 0.000294000
     -42 0.000088000
     -36 0.000044000
     -30 0.000018000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000004000
      30 0.000010000
      36 0.000068000
      42 0.000212000
      48 0.000490000
      54 0.000812000
      60 0.001012000
      66 0.000952000
      72 0.000766000
      78 0.000554000
      84 0.000470000
      90 0.000270000
      96 0.000196000
     102 0.000136000
     108 0.000120000
     114 0.000136000
     120 0.000320000
     126 0.000788000
     132 0.002138000
     138 0.006336000
     144 0.017188000
     150 0.039576000
     156 0.067842000
     162 0.088744000
     168 0.093964000
     174 0.110304000
