#GLN48-3  Hist_00490
    -180 0.082990000
    -174 0.077794000
    -168 0.055014000
    -162 0.031990000
    -156 0.016088000
    -150 0.006862000
    -144 0.002782000
    -138 0.001272000
    -132 0.000574000
    -126 0.000376000
    -120 0.000346000
    -114 0.000554000
    -108 0.001098000
    -102 0.002374000
     -96 0.006796000
     -90 0.019492000
     -84 0.048322000
     -78 0.087524000
     -72 0.107776000
     -66 0.092542000
     -60 0.061184000
     -54 0.034698000
     -48 0.018684000
     -42 0.008830000
     -36 0.003450000
     -30 0.001164000
     -24 0.000344000
     -18 0.000062000
     -12 0.000016000
      -6 0.000006000
       0 0.000008000
       6 0.000002000
      12 0.000000000
      18 0.000002000
      24 0.000014000
      30 0.000030000
      36 0.000130000
      42 0.000556000
      48 0.002270000
      54 0.006512000
      60 0.014350000
      66 0.021374000
      72 0.022158000
      78 0.015814000
      84 0.007898000
      90 0.002742000
      96 0.000790000
     102 0.000202000
     108 0.000074000
     114 0.000046000
     120 0.000024000
     126 0.000024000
     132 0.000076000
     138 0.000178000
     144 0.000528000
     150 0.001906000
     156 0.006456000
     162 0.017654000
     168 0.039888000
     174 0.067290000
