#TYR193-4  Hist_02058
     -180 0.000364000
     -174 0.000690000
     -168 0.001458000
     -162 0.002650000
     -156 0.004278000
     -150 0.005924000
     -144 0.008174000
     -138 0.010366000
     -132 0.012788000
     -126 0.015158000
     -120 0.017430000
     -114 0.020336000
     -108 0.024476000
     -102 0.031980000
      -96 0.043652000
      -90 0.057916000
      -84 0.065480000
      -78 0.059416000
      -72 0.040172000
      -66 0.020544000
      -60 0.007834000
      -54 0.002478000
      -48 0.000672000
      -42 0.000172000
      -36 0.000068000
      -30 0.000040000
      -24 0.000020000
      -18 0.000046000
      -12 0.000044000
       -6 0.000108000
        0 0.000196000
        6 0.000410000
       12 0.000704000
       18 0.001330000
       24 0.002314000
       30 0.004180000
       36 0.006624000
       42 0.010224000
       48 0.014430000
       54 0.018846000
       60 0.023140000
       66 0.027328000
       72 0.032476000
       78 0.039618000
       84 0.053220000
       90 0.066730000
       96 0.075458000
      102 0.069776000
      108 0.051064000
      114 0.028456000
      120 0.012682000
      126 0.004270000
      132 0.001090000
      138 0.000276000
      144 0.000092000
      150 0.000044000
      156 0.000018000
      162 0.000044000
      168 0.000070000
      174 0.000156000
