#GLU170-5  Hist_01812
     -180 0.015352000
     -174 0.013980000
     -168 0.013260000
     -162 0.013332000
     -156 0.013360000
     -150 0.013866000
     -144 0.013786000
     -138 0.012864000
     -132 0.012354000
     -126 0.011032000
     -120 0.010020000
     -114 0.009028000
     -108 0.008654000
     -102 0.008376000
      -96 0.008092000
      -90 0.008316000
      -84 0.008468000
      -78 0.009874000
      -72 0.011268000
      -66 0.013630000
      -60 0.017314000
      -54 0.022122000
      -48 0.028026000
      -42 0.035534000
      -36 0.041306000
      -30 0.041110000
      -24 0.036320000
      -18 0.029786000
      -12 0.022224000
       -6 0.018222000
        0 0.014886000
        6 0.013750000
       12 0.013214000
       18 0.012808000
       24 0.013164000
       30 0.013182000
       36 0.013876000
       42 0.013294000
       48 0.012142000
       54 0.011104000
       60 0.010202000
       66 0.009174000
       72 0.008966000
       78 0.008424000
       84 0.008264000
       90 0.008014000
       96 0.008514000
      102 0.009044000
      108 0.010214000
      114 0.011846000
      120 0.014370000
      126 0.018032000
      132 0.023852000
      138 0.030876000
      144 0.035198000
      150 0.035520000
      156 0.032430000
      162 0.025962000
      168 0.021316000
      174 0.017486000
