#ARG78-0  Hist_00806
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000002000
    -144 0.000002000
    -138 0.000002000
    -132 0.000002000
    -126 0.000006000
    -120 0.000018000
    -114 0.000064000
    -108 0.000220000
    -102 0.000766000
     -96 0.003060000
     -90 0.011444000
     -84 0.038252000
     -78 0.100584000
     -72 0.190836000
     -66 0.245816000
     -60 0.212258000
     -54 0.123862000
     -48 0.051620000
     -42 0.016158000
     -36 0.003982000
     -30 0.000822000
     -24 0.000182000
     -18 0.000032000
     -12 0.000008000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
