#LEU168-1  Hist_01786
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000020000
      -78 0.000282000
      -72 0.001812000
      -66 0.011400000
      -60 0.048896000
      -54 0.133620000
      -48 0.229384000
      -42 0.248124000
      -36 0.177688000
      -30 0.093714000
      -24 0.037500000
      -18 0.012588000
      -12 0.003626000
       -6 0.000868000
        0 0.000294000
        6 0.000092000
       12 0.000048000
       18 0.000026000
       24 0.000010000
       30 0.000006000
       36 0.000002000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
