#TYR105-3  Hist_01096
     -180 0.000188000
     -174 0.000452000
     -168 0.001030000
     -162 0.002166000
     -156 0.004044000
     -150 0.007952000
     -144 0.013986000
     -138 0.023752000
     -132 0.037018000
     -126 0.050682000
     -120 0.055408000
     -114 0.049724000
     -108 0.042116000
     -102 0.037672000
      -96 0.039596000
      -90 0.050000000
      -84 0.071482000
      -78 0.102882000
      -72 0.128484000
      -66 0.125916000
      -60 0.090330000
      -54 0.044286000
      -48 0.015428000
      -42 0.004054000
      -36 0.000864000
      -30 0.000224000
      -24 0.000058000
      -18 0.000024000
      -12 0.000018000
       -6 0.000014000
        0 0.000008000
        6 0.000004000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000004000
      156 0.000004000
      162 0.000010000
      168 0.000036000
      174 0.000084000
