#LYS97-1  Hist_01010
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000004000
     -78 0.000044000
     -72 0.000442000
     -66 0.004386000
     -60 0.027008000
     -54 0.099490000
     -48 0.215226000
     -42 0.277788000
     -36 0.217942000
     -30 0.108818000
     -24 0.036938000
     -18 0.009388000
     -12 0.002008000
      -6 0.000390000
       0 0.000104000
       6 0.000016000
      12 0.000004000
      18 0.000002000
      24 0.000002000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
