#THR191-4  Hist_02032
     -180 0.000738000
     -174 0.000554000
     -168 0.000386000
     -162 0.000312000
     -156 0.000258000
     -150 0.000202000
     -144 0.000172000
     -138 0.000160000
     -132 0.000192000
     -126 0.000236000
     -120 0.000388000
     -114 0.000710000
     -108 0.001248000
     -102 0.002402000
      -96 0.003878000
      -90 0.006400000
      -84 0.007902000
      -78 0.009200000
      -72 0.008718000
      -66 0.008368000
      -60 0.006876000
      -54 0.005234000
      -48 0.003582000
      -42 0.002134000
      -36 0.001230000
      -30 0.000772000
      -24 0.000580000
      -18 0.000438000
      -12 0.000408000
       -6 0.000356000
        0 0.000404000
        6 0.000414000
       12 0.000426000
       18 0.000450000
       24 0.000562000
       30 0.000944000
       36 0.002182000
       42 0.005168000
       48 0.013390000
       54 0.032918000
       60 0.070540000
       66 0.120672000
       72 0.161922000
       78 0.168926000
       84 0.139582000
       90 0.094304000
       96 0.053400000
      102 0.027176000
      108 0.012802000
      114 0.006262000
      120 0.003158000
      126 0.001908000
      132 0.001196000
      138 0.001016000
      144 0.000988000
      150 0.001084000
      156 0.001170000
      162 0.000992000
      168 0.001082000
      174 0.000928000
