#LYS50-0  Hist_00506
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000002000
    -114 0.000002000
    -108 0.000002000
    -102 0.000006000
     -96 0.000044000
     -90 0.000470000
     -84 0.003032000
     -78 0.017338000
     -72 0.062076000
     -66 0.150616000
     -60 0.230242000
     -54 0.234320000
     -48 0.163650000
     -42 0.085382000
     -36 0.034272000
     -30 0.012516000
     -24 0.004084000
     -18 0.001226000
     -12 0.000460000
      -6 0.000140000
       0 0.000056000
       6 0.000024000
      12 0.000018000
      18 0.000008000
      24 0.000008000
      30 0.000004000
      36 0.000002000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
