#MET96-5  Hist_01006
    -180 0.008132000
    -174 0.006276000
    -168 0.004278000
    -162 0.002692000
    -156 0.001758000
    -150 0.001026000
    -144 0.000716000
    -138 0.000476000
    -132 0.000450000
    -126 0.000476000
    -120 0.000764000
    -114 0.001262000
    -108 0.002466000
    -102 0.005312000
     -96 0.011334000
     -90 0.023300000
     -84 0.040774000
     -78 0.057502000
     -72 0.065068000
     -66 0.058676000
     -60 0.043038000
     -54 0.025398000
     -48 0.012212000
     -42 0.004842000
     -36 0.001730000
     -30 0.000594000
     -24 0.000230000
     -18 0.000086000
     -12 0.000042000
      -6 0.000036000
       0 0.000040000
       6 0.000028000
      12 0.000080000
      18 0.000206000
      24 0.000514000
      30 0.001412000
      36 0.003950000
      42 0.010840000
      48 0.024348000
      54 0.046140000
      60 0.070586000
      66 0.087546000
      72 0.085916000
      78 0.070298000
      84 0.054188000
      90 0.041270000
      96 0.029370000
     102 0.018302000
     108 0.010314000
     114 0.006098000
     120 0.003856000
     126 0.003198000
     132 0.003100000
     138 0.003338000
     144 0.004316000
     150 0.005500000
     156 0.007066000
     162 0.008470000
     168 0.009536000
     174 0.009228000
