#LYS195-1  Hist_02072
     -180 0.000196000
     -174 0.000010000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000002000
       36 0.000000000
       42 0.000002000
       48 0.000004000
       54 0.000014000
       60 0.000020000
       66 0.000040000
       72 0.000114000
       78 0.000178000
       84 0.000362000
       90 0.000830000
       96 0.001478000
      102 0.002828000
      108 0.005816000
      114 0.012422000
      120 0.027470000
      126 0.059214000
      132 0.115616000
      138 0.186476000
      144 0.225884000
      150 0.194958000
      156 0.112264000
      162 0.042154000
      168 0.010128000
      174 0.001520000
