#LEU153-1  Hist_01600
     -180 0.006842000
     -174 0.001634000
     -168 0.000284000
     -162 0.000030000
     -156 0.000004000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000002000
        6 0.000000000
       12 0.000002000
       18 0.000008000
       24 0.000008000
       30 0.000014000
       36 0.000022000
       42 0.000026000
       48 0.000030000
       54 0.000018000
       60 0.000016000
       66 0.000006000
       72 0.000010000
       78 0.000040000
       84 0.000114000
       90 0.000322000
       96 0.001242000
      102 0.004350000
      108 0.012648000
      114 0.031074000
      120 0.062386000
      126 0.101766000
      132 0.135536000
      138 0.150948000
      144 0.142276000
      150 0.121122000
      156 0.095484000
      162 0.069674000
      168 0.042326000
      174 0.019736000
