#LYS145-5  Hist_01524
     -180 0.143632000
     -174 0.120394000
     -168 0.082646000
     -162 0.046688000
     -156 0.022286000
     -150 0.009462000
     -144 0.003746000
     -138 0.001562000
     -132 0.000700000
     -126 0.000380000
     -120 0.000288000
     -114 0.000276000
     -108 0.000332000
     -102 0.000510000
      -96 0.001070000
      -90 0.002052000
      -84 0.004254000
      -78 0.006548000
      -72 0.008514000
      -66 0.008526000
      -60 0.006748000
      -54 0.004312000
      -48 0.002150000
      -42 0.000808000
      -36 0.000316000
      -30 0.000110000
      -24 0.000052000
      -18 0.000024000
      -12 0.000018000
       -6 0.000010000
        0 0.000008000
        6 0.000022000
       12 0.000026000
       18 0.000068000
       24 0.000172000
       30 0.000586000
       36 0.001518000
       42 0.003202000
       48 0.006076000
       54 0.009332000
       60 0.011454000
       66 0.011800000
       72 0.009166000
       78 0.006330000
       84 0.003364000
       90 0.001814000
       96 0.000996000
      102 0.000520000
      108 0.000370000
      114 0.000320000
      120 0.000368000
      126 0.000504000
      132 0.001282000
      138 0.003218000
      144 0.008520000
      150 0.022086000
      156 0.049604000
      162 0.090782000
      168 0.128548000
      174 0.149530000
