#TYR182-4  Hist_01938
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000004000
     -114 0.000038000
     -108 0.000252000
     -102 0.001348000
      -96 0.006338000
      -90 0.025482000
      -84 0.074650000
      -78 0.159566000
      -72 0.238562000
      -66 0.236370000
      -60 0.155570000
      -54 0.067862000
      -48 0.022570000
      -42 0.007100000
      -36 0.002400000
      -30 0.001064000
      -24 0.000498000
      -18 0.000212000
      -12 0.000084000
       -6 0.000010000
        0 0.000016000
        6 0.000002000
       12 0.000002000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
