#LYS57-6  Hist_00590
    -180 0.131088000
    -174 0.093332000
    -168 0.053530000
    -162 0.025446000
    -156 0.011064000
    -150 0.004676000
    -144 0.002086000
    -138 0.001130000
    -132 0.000646000
    -126 0.000528000
    -120 0.000482000
    -114 0.000748000
    -108 0.001226000
    -102 0.002342000
     -96 0.004426000
     -90 0.008086000
     -84 0.013412000
     -78 0.017884000
     -72 0.019410000
     -66 0.016734000
     -60 0.010950000
     -54 0.005862000
     -48 0.002516000
     -42 0.000918000
     -36 0.000314000
     -30 0.000100000
     -24 0.000018000
     -18 0.000008000
     -12 0.000008000
      -6 0.000002000
       0 0.000002000
       6 0.000008000
      12 0.000008000
      18 0.000036000
      24 0.000170000
      30 0.000618000
      36 0.002338000
      42 0.007358000
      48 0.018006000
      54 0.030884000
      60 0.036812000
      66 0.031900000
      72 0.021118000
      78 0.011504000
      84 0.005696000
      90 0.002514000
      96 0.001150000
     102 0.000654000
     108 0.000404000
     114 0.000310000
     120 0.000366000
     126 0.000530000
     132 0.001118000
     138 0.002622000
     144 0.006560000
     150 0.016726000
     156 0.038394000
     162 0.074330000
     168 0.116678000
     174 0.142214000
