#SER43-0  Hist_00432
    -180 0.000254000
    -174 0.000516000
    -168 0.000938000
    -162 0.001034000
    -156 0.000834000
    -150 0.000530000
    -144 0.000322000
    -138 0.000316000
    -132 0.000358000
    -126 0.000488000
    -120 0.000746000
    -114 0.001634000
    -108 0.003374000
    -102 0.008074000
     -96 0.018810000
     -90 0.042580000
     -84 0.088210000
     -78 0.150226000
     -72 0.202378000
     -66 0.206088000
     -60 0.151104000
     -54 0.079890000
     -48 0.030330000
     -42 0.008720000
     -36 0.001778000
     -30 0.000346000
     -24 0.000048000
     -18 0.000006000
     -12 0.000006000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000012000
     174 0.000050000
