#MET21-4  Hist_00210
    -180 0.071372000
    -174 0.052322000
    -168 0.040566000
    -162 0.028860000
    -156 0.017730000
    -150 0.010258000
    -144 0.006198000
    -138 0.004126000
    -132 0.002962000
    -126 0.002198000
    -120 0.001914000
    -114 0.002342000
    -108 0.003998000
    -102 0.007512000
     -96 0.012768000
     -90 0.016868000
     -84 0.017196000
     -78 0.013350000
     -72 0.007422000
     -66 0.003514000
     -60 0.001352000
     -54 0.000464000
     -48 0.000164000
     -42 0.000054000
     -36 0.000008000
     -30 0.000006000
     -24 0.000004000
     -18 0.000002000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000002000
      18 0.000018000
      24 0.000096000
      30 0.000334000
      36 0.001218000
      42 0.003584000
      48 0.007768000
      54 0.011570000
      60 0.011736000
      66 0.008608000
      72 0.006604000
      78 0.006384000
      84 0.006166000
      90 0.004626000
      96 0.002766000
     102 0.001444000
     108 0.000722000
     114 0.000504000
     120 0.000552000
     126 0.001090000
     132 0.002848000
     138 0.009448000
     144 0.027210000
     150 0.063572000
     156 0.111036000
     162 0.143232000
     168 0.137320000
     174 0.104012000
