#LYS47-0  Hist_00468
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000002000
    -132 0.000014000
    -126 0.000030000
    -120 0.000026000
    -114 0.000060000
    -108 0.000082000
    -102 0.000252000
     -96 0.000970000
     -90 0.005404000
     -84 0.023322000
     -78 0.078686000
     -72 0.182242000
     -66 0.265068000
     -60 0.241056000
     -54 0.137312000
     -48 0.050450000
     -42 0.012516000
     -36 0.002144000
     -30 0.000320000
     -24 0.000034000
     -18 0.000008000
     -12 0.000000000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
