#ASN102-1  Hist_01062
     -180 0.012272000
     -174 0.003238000
     -168 0.000594000
     -162 0.000098000
     -156 0.000020000
     -150 0.000002000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000006000
       36 0.000006000
       42 0.000010000
       48 0.000034000
       54 0.000046000
       60 0.000106000
       66 0.000282000
       72 0.000460000
       78 0.000758000
       84 0.001154000
       90 0.001562000
       96 0.002380000
      102 0.003498000
      108 0.005238000
      114 0.008288000
      120 0.013446000
      126 0.024770000
      132 0.047266000
      138 0.089076000
      144 0.142422000
      150 0.186420000
      156 0.188910000
      162 0.145432000
      168 0.085364000
      174 0.036842000
