#MET174-3  Hist_01856
     -180 0.028742000
     -174 0.035640000
     -168 0.031882000
     -162 0.021038000
     -156 0.010740000
     -150 0.004856000
     -144 0.001972000
     -138 0.000876000
     -132 0.000490000
     -126 0.000374000
     -120 0.000384000
     -114 0.000526000
     -108 0.000998000
     -102 0.002202000
      -96 0.005028000
      -90 0.011308000
      -84 0.027138000
      -78 0.065608000
      -72 0.134054000
      -66 0.196212000
      -60 0.192396000
      -54 0.120386000
      -48 0.050770000
      -42 0.015356000
      -36 0.003564000
      -30 0.000650000
      -24 0.000108000
      -18 0.000024000
      -12 0.000004000
       -6 0.000002000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000002000
       24 0.000004000
       30 0.000018000
       36 0.000048000
       42 0.000168000
       48 0.000400000
       54 0.000856000
       60 0.001554000
       66 0.002054000
       72 0.002058000
       78 0.001472000
       84 0.000832000
       90 0.000320000
       96 0.000098000
      102 0.000030000
      108 0.000012000
      114 0.000004000
      120 0.000002000
      126 0.000004000
      132 0.000002000
      138 0.000018000
      144 0.000036000
      150 0.000118000
      156 0.000642000
      162 0.002222000
      168 0.007104000
      174 0.016594000
