#ARG206-0  Hist_02184
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000002000
     -150 0.000000000
     -144 0.000002000
     -138 0.000004000
     -132 0.000022000
     -126 0.000038000
     -120 0.000062000
     -114 0.000132000
     -108 0.000202000
     -102 0.000304000
      -96 0.000746000
      -90 0.003816000
      -84 0.017520000
      -78 0.063594000
      -72 0.159634000
      -66 0.261110000
      -60 0.263096000
      -54 0.158302000
      -48 0.056536000
      -42 0.012678000
      -36 0.001914000
      -30 0.000274000
      -24 0.000010000
      -18 0.000000000
      -12 0.000002000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
