#ARG78-1  Hist_00808
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000014000
     -84 0.000096000
     -78 0.000664000
     -72 0.002992000
     -66 0.011036000
     -60 0.031160000
     -54 0.067716000
     -48 0.114832000
     -42 0.155198000
     -36 0.172188000
     -30 0.159028000
     -24 0.124276000
     -18 0.081082000
     -12 0.044320000
      -6 0.021046000
       0 0.008890000
       6 0.003474000
      12 0.001248000
      18 0.000460000
      24 0.000164000
      30 0.000070000
      36 0.000016000
      42 0.000024000
      48 0.000006000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
