#GLN28-3  Hist_00288
    -180 0.147000000
    -174 0.068502000
    -168 0.022082000
    -162 0.006256000
    -156 0.001684000
    -150 0.000550000
    -144 0.000150000
    -138 0.000042000
    -132 0.000016000
    -126 0.000010000
    -120 0.000008000
    -114 0.000002000
    -108 0.000008000
    -102 0.000032000
     -96 0.000114000
     -90 0.000316000
     -84 0.000690000
     -78 0.001606000
     -72 0.002624000
     -66 0.003376000
     -60 0.003696000
     -54 0.003026000
     -48 0.002072000
     -42 0.001170000
     -36 0.000610000
     -30 0.000256000
     -24 0.000120000
     -18 0.000040000
     -12 0.000014000
      -6 0.000022000
       0 0.000014000
       6 0.000018000
      12 0.000026000
      18 0.000048000
      24 0.000226000
      30 0.000578000
      36 0.001896000
      42 0.005172000
      48 0.013148000
      54 0.029756000
      60 0.054720000
      66 0.066976000
      72 0.051762000
      78 0.028670000
      84 0.012996000
      90 0.005592000
      96 0.002054000
     102 0.000640000
     108 0.000216000
     114 0.000110000
     120 0.000044000
     126 0.000064000
     132 0.000180000
     138 0.000534000
     144 0.001998000
     150 0.006988000
     156 0.024750000
     162 0.074142000
     168 0.153910000
     174 0.196678000
