#VAL117-3  Hist_01220
     -180 0.168734000
     -174 0.096360000
     -168 0.041256000
     -162 0.014218000
     -156 0.004286000
     -150 0.001128000
     -144 0.000296000
     -138 0.000070000
     -132 0.000024000
     -126 0.000010000
     -120 0.000008000
     -114 0.000006000
     -108 0.000008000
     -102 0.000036000
      -96 0.000118000
      -90 0.000624000
      -84 0.001878000
      -78 0.004428000
      -72 0.007716000
      -66 0.008496000
      -60 0.005782000
      -54 0.002646000
      -48 0.000802000
      -42 0.000194000
      -36 0.000076000
      -30 0.000010000
      -24 0.000008000
      -18 0.000006000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000002000
       12 0.000000000
       18 0.000006000
       24 0.000008000
       30 0.000072000
       36 0.000248000
       42 0.001192000
       48 0.003230000
       54 0.007040000
       60 0.011504000
       66 0.012628000
       72 0.009448000
       78 0.004650000
       84 0.001766000
       90 0.000546000
       96 0.000154000
      102 0.000056000
      108 0.000028000
      114 0.000062000
      120 0.000062000
      126 0.000136000
      132 0.000438000
      138 0.001490000
      144 0.005316000
      150 0.017810000
      156 0.050408000
      162 0.112364000
      168 0.185890000
      174 0.214222000
