#MET21-5  Hist_00212
    -180 0.028942000
    -174 0.024628000
    -168 0.017762000
    -162 0.011028000
    -156 0.006270000
    -150 0.003716000
    -144 0.002278000
    -138 0.001330000
    -132 0.000986000
    -126 0.000698000
    -120 0.000676000
    -114 0.000978000
    -108 0.001750000
    -102 0.003626000
     -96 0.007702000
     -90 0.015232000
     -84 0.026114000
     -78 0.037276000
     -72 0.040104000
     -66 0.032660000
     -60 0.021496000
     -54 0.010958000
     -48 0.004596000
     -42 0.001824000
     -36 0.000604000
     -30 0.000222000
     -24 0.000082000
     -18 0.000030000
     -12 0.000020000
      -6 0.000008000
       0 0.000006000
       6 0.000026000
      12 0.000070000
      18 0.000212000
      24 0.000640000
      30 0.002222000
      36 0.007400000
      42 0.019200000
      48 0.042066000
      54 0.072860000
      60 0.102454000
      66 0.111952000
      72 0.097392000
      78 0.067320000
      84 0.037468000
      90 0.018032000
      96 0.008486000
     102 0.004306000
     108 0.002406000
     114 0.001872000
     120 0.001724000
     126 0.001848000
     132 0.002396000
     138 0.003344000
     144 0.004600000
     150 0.007528000
     156 0.011260000
     162 0.016334000
     168 0.023112000
     174 0.027868000
