#LEU209-3  Hist_02224
     -180 0.043296000
     -174 0.023220000
     -168 0.008580000
     -162 0.003200000
     -156 0.001688000
     -150 0.001140000
     -144 0.000916000
     -138 0.000716000
     -132 0.000716000
     -126 0.000788000
     -120 0.001350000
     -114 0.002822000
     -108 0.006042000
     -102 0.012950000
      -96 0.024530000
      -90 0.047960000
      -84 0.098906000
      -78 0.167348000
      -72 0.192802000
      -66 0.139658000
      -60 0.068940000
      -54 0.025992000
      -48 0.008402000
      -42 0.002606000
      -36 0.000686000
      -30 0.000182000
      -24 0.000024000
      -18 0.000008000
      -12 0.000002000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000002000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000002000
       66 0.000002000
       72 0.000002000
       78 0.000006000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000006000
      114 0.000002000
      120 0.000000000
      126 0.000000000
      132 0.000006000
      138 0.000036000
      144 0.000194000
      150 0.001184000
      156 0.005198000
      162 0.017408000
      168 0.038238000
      174 0.052244000
