#GLY150-1  Hist_01570
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000002000
      -48 0.000000000
      -42 0.000034000
      -36 0.000172000
      -30 0.001122000
      -24 0.005888000
      -18 0.023206000
      -12 0.068872000
       -6 0.142986000
        0 0.213282000
        6 0.223504000
       12 0.166620000
       18 0.091996000
       24 0.039636000
       30 0.014430000
       36 0.005166000
       42 0.001824000
       48 0.000732000
       54 0.000268000
       60 0.000126000
       66 0.000096000
       72 0.000030000
       78 0.000004000
       84 0.000002000
       90 0.000002000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
