#TYR171-5  Hist_01824
     -180 0.106608000
     -174 0.086478000
     -168 0.064234000
     -162 0.041798000
     -156 0.025374000
     -150 0.013890000
     -144 0.007126000
     -138 0.003218000
     -132 0.001574000
     -126 0.000668000
     -120 0.000296000
     -114 0.000092000
     -108 0.000072000
     -102 0.000026000
      -96 0.000044000
      -90 0.000026000
      -84 0.000018000
      -78 0.000036000
      -72 0.000062000
      -66 0.000144000
      -60 0.000238000
      -54 0.000544000
      -48 0.001166000
      -42 0.001886000
      -36 0.002894000
      -30 0.003644000
      -24 0.003996000
      -18 0.004048000
      -12 0.003490000
       -6 0.002684000
        0 0.002020000
        6 0.001492000
       12 0.001132000
       18 0.000864000
       24 0.000670000
       30 0.000548000
       36 0.000404000
       42 0.000358000
       48 0.000292000
       54 0.000222000
       60 0.000222000
       66 0.000194000
       72 0.000196000
       78 0.000232000
       84 0.000376000
       90 0.000490000
       96 0.000712000
      102 0.001200000
      108 0.001960000
      114 0.003370000
      120 0.006122000
      126 0.010112000
      132 0.016968000
      138 0.028624000
      144 0.044140000
      150 0.066044000
      156 0.088502000
      162 0.108846000
      168 0.118420000
      174 0.118894000
