#ASN102-0  Hist_01060
     -180 0.000020000
     -174 0.000188000
     -168 0.001068000
     -162 0.003810000
     -156 0.009616000
     -150 0.019088000
     -144 0.030412000
     -138 0.042046000
     -132 0.052348000
     -126 0.058248000
     -120 0.062884000
     -114 0.067046000
     -108 0.072228000
     -102 0.080400000
      -96 0.090158000
      -90 0.097934000
      -84 0.099820000
      -78 0.088662000
      -72 0.064536000
      -66 0.037488000
      -60 0.015946000
      -54 0.004760000
      -48 0.001090000
      -42 0.000180000
      -36 0.000020000
      -30 0.000004000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
