#LYS195-5  Hist_02080
     -180 0.143830000
     -174 0.105500000
     -168 0.056414000
     -162 0.022716000
     -156 0.007452000
     -150 0.002118000
     -144 0.000764000
     -138 0.000338000
     -132 0.000164000
     -126 0.000120000
     -120 0.000130000
     -114 0.000212000
     -108 0.000374000
     -102 0.000904000
      -96 0.002174000
      -90 0.005358000
      -84 0.010320000
      -78 0.016892000
      -72 0.021326000
      -66 0.019086000
      -60 0.013410000
      -54 0.007612000
      -48 0.003480000
      -42 0.001418000
      -36 0.000496000
      -30 0.000160000
      -24 0.000052000
      -18 0.000022000
      -12 0.000008000
       -6 0.000014000
        0 0.000006000
        6 0.000012000
       12 0.000026000
       18 0.000044000
       24 0.000166000
       30 0.000566000
       36 0.001730000
       42 0.005612000
       48 0.014086000
       54 0.028782000
       60 0.043690000
       66 0.049270000
       72 0.040180000
       78 0.023798000
       84 0.011074000
       90 0.004436000
       96 0.001780000
      102 0.000906000
      108 0.000438000
      114 0.000352000
      120 0.000340000
      126 0.000402000
      132 0.000630000
      138 0.001362000
      144 0.003336000
      150 0.008766000
      156 0.022914000
      162 0.052764000
      168 0.099426000
      174 0.140242000
