#ASN102-5  Hist_01070
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000016000
      -48 0.000092000
      -42 0.000672000
      -36 0.003114000
      -30 0.012116000
      -24 0.037596000
      -18 0.089892000
      -12 0.158246000
       -6 0.209862000
        0 0.205516000
        6 0.152358000
       12 0.082082000
       18 0.034088000
       24 0.010934000
       30 0.002762000
       36 0.000548000
       42 0.000090000
       48 0.000016000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
