#MET174-1  Hist_01852
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000002000
      -84 0.000014000
      -78 0.000174000
      -72 0.001154000
      -66 0.005884000
      -60 0.022326000
      -54 0.062512000
      -48 0.126664000
      -42 0.187670000
      -36 0.208262000
      -30 0.172900000
      -24 0.112766000
      -18 0.058606000
      -12 0.025466000
       -6 0.010072000
        0 0.003526000
        6 0.001318000
       12 0.000432000
       18 0.000154000
       24 0.000054000
       30 0.000030000
       36 0.000008000
       42 0.000002000
       48 0.000004000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
