#ARG156-0  Hist_01628
     -180 0.000000000
     -174 0.000000000
     -168 0.000008000
     -162 0.000042000
     -156 0.000232000
     -150 0.000820000
     -144 0.002208000
     -138 0.004080000
     -132 0.005776000
     -126 0.008338000
     -120 0.011166000
     -114 0.016160000
     -108 0.024848000
     -102 0.040084000
      -96 0.065162000
      -90 0.101320000
      -84 0.144244000
      -78 0.174652000
      -72 0.170716000
      -66 0.125632000
      -60 0.069004000
      -54 0.026192000
      -48 0.007332000
      -42 0.001658000
      -36 0.000258000
      -30 0.000056000
      -24 0.000010000
      -18 0.000002000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
