#MET53-3  Hist_00548
    -180 0.010406000
    -174 0.007784000
    -168 0.004224000
    -162 0.001798000
    -156 0.000658000
    -150 0.000166000
    -144 0.000036000
    -138 0.000028000
    -132 0.000014000
    -126 0.000018000
    -120 0.000022000
    -114 0.000062000
    -108 0.000272000
    -102 0.001530000
     -96 0.007768000
     -90 0.034192000
     -84 0.104360000
     -78 0.203644000
     -72 0.252296000
     -66 0.195554000
     -60 0.099388000
     -54 0.036774000
     -48 0.010346000
     -42 0.002646000
     -36 0.000718000
     -30 0.000198000
     -24 0.000044000
     -18 0.000014000
     -12 0.000008000
      -6 0.000002000
       0 0.000000000
       6 0.000000000
      12 0.000012000
      18 0.000000000
      24 0.000006000
      30 0.000012000
      36 0.000008000
      42 0.000086000
      48 0.000262000
      54 0.000658000
      60 0.001342000
      66 0.001616000
      72 0.001338000
      78 0.000792000
      84 0.000418000
      90 0.000126000
      96 0.000048000
     102 0.000008000
     108 0.000002000
     114 0.000000000
     120 0.000004000
     126 0.000000000
     132 0.000000000
     138 0.000008000
     144 0.000036000
     150 0.000164000
     156 0.000708000
     162 0.002406000
     168 0.005652000
     174 0.009318000
