#THR60-3  Hist_00618
    -180 0.111692000
    -174 0.075186000
    -168 0.036722000
    -162 0.014256000
    -156 0.004758000
    -150 0.001400000
    -144 0.000400000
    -138 0.000130000
    -132 0.000044000
    -126 0.000036000
    -120 0.000024000
    -114 0.000050000
    -108 0.000122000
    -102 0.000398000
     -96 0.001266000
     -90 0.003444000
     -84 0.009376000
     -78 0.018972000
     -72 0.027838000
     -66 0.026732000
     -60 0.016626000
     -54 0.006876000
     -48 0.002142000
     -42 0.000564000
     -36 0.000148000
     -30 0.000040000
     -24 0.000020000
     -18 0.000016000
     -12 0.000008000
      -6 0.000000000
       0 0.000004000
       6 0.000014000
      12 0.000020000
      18 0.000082000
      24 0.000116000
      30 0.000360000
      36 0.001488000
      42 0.004962000
      48 0.015812000
      54 0.040280000
      60 0.073806000
      66 0.089862000
      72 0.073100000
      78 0.040668000
      84 0.016162000
      90 0.004648000
      96 0.001090000
     102 0.000240000
     108 0.000076000
     114 0.000034000
     120 0.000020000
     126 0.000042000
     132 0.000076000
     138 0.000298000
     144 0.001026000
     150 0.004664000
     156 0.016828000
     162 0.045786000
     168 0.088692000
     174 0.120458000
