#GLN74-0  Hist_00760
    -180 0.000002000
    -174 0.000050000
    -168 0.000362000
    -162 0.001820000
    -156 0.006870000
    -150 0.015960000
    -144 0.025886000
    -138 0.029226000
    -132 0.027632000
    -126 0.023596000
    -120 0.021618000
    -114 0.022618000
    -108 0.027870000
    -102 0.041308000
     -96 0.065166000
     -90 0.101362000
     -84 0.142626000
     -78 0.162842000
     -72 0.141072000
     -66 0.088934000
     -60 0.038784000
     -54 0.011430000
     -48 0.002528000
     -42 0.000378000
     -36 0.000054000
     -30 0.000004000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000002000
     174 0.000000000
