#GLN160-4  Hist_01688
     -180 0.079902000
     -174 0.063112000
     -168 0.038460000
     -162 0.019548000
     -156 0.008328000
     -150 0.003674000
     -144 0.001692000
     -138 0.000978000
     -132 0.000874000
     -126 0.001414000
     -120 0.003044000
     -114 0.006986000
     -108 0.015662000
     -102 0.030654000
      -96 0.049620000
      -90 0.061992000
      -84 0.061388000
      -78 0.052232000
      -72 0.046526000
      -66 0.044172000
      -60 0.042572000
      -54 0.039842000
      -48 0.030184000
      -42 0.017892000
      -36 0.007610000
      -30 0.002600000
      -24 0.000672000
      -18 0.000162000
      -12 0.000038000
       -6 0.000008000
        0 0.000006000
        6 0.000006000
       12 0.000004000
       18 0.000010000
       24 0.000028000
       30 0.000150000
       36 0.000462000
       42 0.001290000
       48 0.002390000
       54 0.003374000
       60 0.003594000
       66 0.004022000
       72 0.005644000
       78 0.008450000
       84 0.010992000
       90 0.011282000
       96 0.008418000
      102 0.004876000
      108 0.002066000
      114 0.000836000
      120 0.000390000
      126 0.000342000
      132 0.000414000
      138 0.000886000
      144 0.002230000
      150 0.006070000
      156 0.015814000
      162 0.035074000
      168 0.060188000
      174 0.078854000
