#GLU62-0  Hist_00632
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000002000
    -144 0.000006000
    -138 0.000006000
    -132 0.000004000
    -126 0.000026000
    -120 0.000060000
    -114 0.000140000
    -108 0.000554000
    -102 0.001890000
     -96 0.006174000
     -90 0.017642000
     -84 0.046336000
     -78 0.107008000
     -72 0.189066000
     -66 0.240554000
     -60 0.207068000
     -54 0.119418000
     -48 0.046938000
     -42 0.013494000
     -36 0.003034000
     -30 0.000500000
     -24 0.000072000
     -18 0.000008000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
