#GLU70-4  Hist_00722
    -180 0.022554000
    -174 0.016020000
    -168 0.009804000
    -162 0.005276000
    -156 0.002828000
    -150 0.001416000
    -144 0.000838000
    -138 0.000686000
    -132 0.000686000
    -126 0.000770000
    -120 0.001080000
    -114 0.001822000
    -108 0.003260000
    -102 0.006016000
     -96 0.010806000
     -90 0.016606000
     -84 0.022476000
     -78 0.024986000
     -72 0.024504000
     -66 0.023988000
     -60 0.021310000
     -54 0.016714000
     -48 0.010802000
     -42 0.005976000
     -36 0.002936000
     -30 0.001270000
     -24 0.000550000
     -18 0.000186000
     -12 0.000072000
      -6 0.000032000
       0 0.000044000
       6 0.000040000
      12 0.000074000
      18 0.000338000
      24 0.001284000
      30 0.004630000
      36 0.014644000
      42 0.038966000
      48 0.080272000
      54 0.119168000
      60 0.126952000
      66 0.102006000
      72 0.068040000
      78 0.038472000
      84 0.018522000
      90 0.008190000
      96 0.003528000
     102 0.001506000
     108 0.000946000
     114 0.000666000
     120 0.000726000
     126 0.001086000
     132 0.001640000
     138 0.002976000
     144 0.006016000
     150 0.010558000
     156 0.017164000
     162 0.023042000
     168 0.026088000
     174 0.026146000
