#PRO128-4  Hist_01338
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000004000
      -54 0.000336000
      -48 0.004602000
      -42 0.015608000
      -36 0.019638000
      -30 0.012852000
      -24 0.006606000
      -18 0.003586000
      -12 0.002350000
       -6 0.002604000
        0 0.003952000
        6 0.009670000
       12 0.029610000
       18 0.086702000
       24 0.206834000
       30 0.305834000
       36 0.223972000
       42 0.060882000
       48 0.004314000
       54 0.000044000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
