#ASN190-0  Hist_02012
     -180 0.000000000
     -174 0.000000000
     -168 0.000002000
     -162 0.000000000
     -156 0.000008000
     -150 0.000026000
     -144 0.000134000
     -138 0.000428000
     -132 0.001002000
     -126 0.002424000
     -120 0.004968000
     -114 0.010532000
     -108 0.020772000
     -102 0.040998000
      -96 0.075972000
      -90 0.127284000
      -84 0.184350000
      -78 0.207036000
      -72 0.171228000
      -66 0.099508000
      -60 0.039660000
      -54 0.010928000
      -48 0.002290000
      -42 0.000390000
      -36 0.000052000
      -30 0.000008000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
