#ASN138-4  Hist_01444
     -180 0.006662000
     -174 0.010510000
     -168 0.014550000
     -162 0.017630000
     -156 0.019332000
     -150 0.018078000
     -144 0.014656000
     -138 0.010564000
     -132 0.006856000
     -126 0.004338000
     -120 0.002908000
     -114 0.002252000
     -108 0.002276000
     -102 0.003206000
      -96 0.004560000
      -90 0.005586000
      -84 0.006638000
      -78 0.006390000
      -72 0.004974000
      -66 0.003300000
      -60 0.001956000
      -54 0.000966000
      -48 0.000534000
      -42 0.000244000
      -36 0.000168000
      -30 0.000122000
      -24 0.000086000
      -18 0.000110000
      -12 0.000106000
       -6 0.000140000
        0 0.000178000
        6 0.000296000
       12 0.000518000
       18 0.000896000
       24 0.001400000
       30 0.001832000
       36 0.002484000
       42 0.002606000
       48 0.002504000
       54 0.002186000
       60 0.002044000
       66 0.002366000
       72 0.003436000
       78 0.006984000
       84 0.015532000
       90 0.033300000
       96 0.066112000
      102 0.107858000
      108 0.142724000
      114 0.147916000
      120 0.118980000
      126 0.076448000
      132 0.041608000
      138 0.020474000
      144 0.010136000
      150 0.005552000
      156 0.003582000
      162 0.002892000
      168 0.003060000
      174 0.004398000
