#GLU108-0  Hist_01120
     -180 0.000002000
     -174 0.000016000
     -168 0.000102000
     -162 0.000590000
     -156 0.002952000
     -150 0.008712000
     -144 0.018636000
     -138 0.030046000
     -132 0.042788000
     -126 0.055774000
     -120 0.069828000
     -114 0.090156000
     -108 0.111658000
     -102 0.130652000
      -96 0.137302000
      -90 0.124740000
      -84 0.092540000
      -78 0.053050000
      -72 0.022466000
      -66 0.006464000
      -60 0.001358000
      -54 0.000150000
      -48 0.000016000
      -42 0.000002000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
