#ARG2-7   Hist_00026
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000004000
     -54 0.000020000
     -48 0.000114000
     -42 0.000616000
     -36 0.003034000
     -30 0.011494000
     -24 0.034266000
     -18 0.082676000
     -12 0.148646000
      -6 0.205278000
       0 0.209708000
       6 0.159900000
      12 0.089904000
      18 0.038288000
      24 0.012334000
      30 0.002966000
      36 0.000654000
      42 0.000078000
      48 0.000018000
      54 0.000002000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
