#THR155-3  Hist_01624
     -180 0.223706000
     -174 0.177858000
     -168 0.097138000
     -162 0.037830000
     -156 0.011066000
     -150 0.002356000
     -144 0.000412000
     -138 0.000096000
     -132 0.000018000
     -126 0.000012000
     -120 0.000008000
     -114 0.000010000
     -108 0.000030000
     -102 0.000102000
      -96 0.000402000
      -90 0.001260000
      -84 0.003728000
      -78 0.008322000
      -72 0.012998000
      -66 0.013482000
      -60 0.010104000
      -54 0.005674000
      -48 0.002126000
      -42 0.000698000
      -36 0.000158000
      -30 0.000056000
      -24 0.000020000
      -18 0.000004000
      -12 0.000002000
       -6 0.000004000
        0 0.000000000
        6 0.000006000
       12 0.000002000
       18 0.000014000
       24 0.000048000
       30 0.000176000
       36 0.000536000
       42 0.001506000
       48 0.003084000
       54 0.005226000
       60 0.007042000
       66 0.007342000
       72 0.005764000
       78 0.002910000
       84 0.001062000
       90 0.000294000
       96 0.000080000
      102 0.000024000
      108 0.000010000
      114 0.000002000
      120 0.000008000
      126 0.000006000
      132 0.000024000
      138 0.000106000
      144 0.000470000
      150 0.002572000
      156 0.011678000
      162 0.041752000
      168 0.107716000
      174 0.190860000
