#GLN18-0  Hist_00168
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000004000
    -108 0.000016000
    -102 0.000162000
     -96 0.001298000
     -90 0.008148000
     -84 0.034042000
     -78 0.104964000
     -72 0.210414000
     -66 0.267296000
     -60 0.214342000
     -54 0.110086000
     -48 0.037564000
     -42 0.009364000
     -36 0.001940000
     -30 0.000292000
     -24 0.000062000
     -18 0.000006000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
