#TYR24-5  Hist_00252
    -180 0.074682000
    -174 0.064544000
    -168 0.051394000
    -162 0.036634000
    -156 0.023710000
    -150 0.014456000
    -144 0.007558000
    -138 0.003870000
    -132 0.001772000
    -126 0.000840000
    -120 0.000400000
    -114 0.000200000
    -108 0.000146000
    -102 0.000094000
     -96 0.000108000
     -90 0.000100000
     -84 0.000124000
     -78 0.000242000
     -72 0.000398000
     -66 0.000800000
     -60 0.001326000
     -54 0.002446000
     -48 0.004854000
     -42 0.008100000
     -36 0.013514000
     -30 0.020294000
     -24 0.028794000
     -18 0.036466000
     -12 0.043272000
      -6 0.046380000
       0 0.046856000
       6 0.044198000
      12 0.037564000
      18 0.029612000
      24 0.021148000
      30 0.013828000
      36 0.008078000
      42 0.004220000
      48 0.002152000
      54 0.001128000
      60 0.000464000
      66 0.000246000
      72 0.000154000
      78 0.000078000
      84 0.000066000
      90 0.000060000
      96 0.000122000
     102 0.000154000
     108 0.000292000
     114 0.000554000
     120 0.001082000
     126 0.002008000
     132 0.004252000
     138 0.007658000
     144 0.014570000
     150 0.025890000
     156 0.040892000
     162 0.056944000
     168 0.071236000
     174 0.076976000
