#TYR171-0  Hist_01814
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000002000
     -120 0.000006000
     -114 0.000006000
     -108 0.000014000
     -102 0.000056000
      -96 0.000288000
      -90 0.001670000
      -84 0.011008000
      -78 0.050286000
      -72 0.153034000
      -66 0.274708000
      -60 0.281022000
      -54 0.163268000
      -48 0.053088000
      -42 0.010132000
      -36 0.001296000
      -30 0.000108000
      -24 0.000006000
      -18 0.000002000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
