#THR199-1  Hist_02112
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000006000
      -78 0.000030000
      -72 0.000298000
      -66 0.001510000
      -60 0.005540000
      -54 0.016052000
      -48 0.033910000
      -42 0.055838000
      -36 0.082950000
      -30 0.117860000
      -24 0.155914000
      -18 0.175516000
      -12 0.154248000
       -6 0.103024000
        0 0.052280000
        6 0.021114000
       12 0.007886000
       18 0.004126000
       24 0.003198000
       30 0.002786000
       36 0.002516000
       42 0.001738000
       48 0.000990000
       54 0.000462000
       60 0.000154000
       66 0.000038000
       72 0.000016000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
