#LEU153-4  Hist_01606
     -180 0.177282000
     -174 0.084702000
     -168 0.028016000
     -162 0.006872000
     -156 0.001282000
     -150 0.000166000
     -144 0.000014000
     -138 0.000002000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000004000
      -60 0.000002000
      -54 0.000000000
      -48 0.000004000
      -42 0.000006000
      -36 0.000000000
      -30 0.000004000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000004000
       18 0.000024000
       24 0.000032000
       30 0.000048000
       36 0.000096000
       42 0.000136000
       48 0.000150000
       54 0.000116000
       60 0.000092000
       66 0.000072000
       72 0.000046000
       78 0.000024000
       84 0.000008000
       90 0.000000000
       96 0.000002000
      102 0.000002000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000006000
      132 0.000030000
      138 0.000220000
      144 0.001850000
      150 0.011906000
      156 0.052360000
      162 0.141906000
      168 0.237604000
      174 0.254910000
