#LEU5-4   Hist_00056
    -180 0.206890000
    -174 0.178088000
    -168 0.091706000
    -162 0.027326000
    -156 0.004704000
    -150 0.000586000
    -144 0.000070000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000002000
    -102 0.000000000
     -96 0.000000000
     -90 0.000004000
     -84 0.000010000
     -78 0.000036000
     -72 0.000054000
     -66 0.000074000
     -60 0.000138000
     -54 0.000272000
     -48 0.000378000
     -42 0.000328000
     -36 0.000192000
     -30 0.000076000
     -24 0.000020000
     -18 0.000002000
     -12 0.000004000
      -6 0.000008000
       0 0.000004000
       6 0.000000000
      12 0.000006000
      18 0.000030000
      24 0.000038000
      30 0.000116000
      36 0.000266000
      42 0.001036000
      48 0.002750000
      54 0.005826000
      60 0.010102000
      66 0.014462000
      72 0.021154000
      78 0.027680000
      84 0.032096000
      90 0.027764000
      96 0.017798000
     102 0.008932000
     108 0.003814000
     114 0.001896000
     120 0.001232000
     126 0.001350000
     132 0.001836000
     138 0.003528000
     144 0.006598000
     150 0.011438000
     156 0.019298000
     162 0.036720000
     168 0.078898000
     174 0.152364000
