#GLY100-1  Hist_01046
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000000000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000002000
      -72 0.000000000
      -66 0.000002000
      -60 0.000002000
      -54 0.000014000
      -48 0.000050000
      -42 0.000098000
      -36 0.000280000
      -30 0.000770000
      -24 0.002398000
      -18 0.007372000
      -12 0.020484000
       -6 0.048994000
        0 0.093668000
        6 0.147378000
       12 0.181378000
       18 0.177620000
       24 0.139560000
       30 0.089996000
       36 0.049536000
       42 0.023066000
       48 0.010252000
       54 0.004182000
       60 0.001798000
       66 0.000700000
       72 0.000258000
       78 0.000110000
       84 0.000024000
       90 0.000004000
       96 0.000002000
      102 0.000002000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
