#VAL121-3  Hist_01264
     -180 0.139128000
     -174 0.046998000
     -168 0.010490000
     -162 0.001736000
     -156 0.000244000
     -150 0.000024000
     -144 0.000002000
     -138 0.000000000
     -132 0.000000000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000010000
      -90 0.000010000
      -84 0.000102000
      -78 0.000614000
      -72 0.002952000
      -66 0.008470000
      -60 0.013666000
      -54 0.011508000
      -48 0.005098000
      -42 0.001328000
      -36 0.000200000
      -30 0.000008000
      -24 0.000002000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000012000
       36 0.000046000
       42 0.000206000
       48 0.000724000
       54 0.001594000
       60 0.002804000
       66 0.003958000
       72 0.003958000
       78 0.002698000
       84 0.001338000
       90 0.000476000
       96 0.000160000
      102 0.000026000
      108 0.000014000
      114 0.000016000
      120 0.000008000
      126 0.000004000
      132 0.000064000
      138 0.000246000
      144 0.001792000
      150 0.011588000
      156 0.054268000
      162 0.156492000
      168 0.264198000
      174 0.250720000
