#ASN190-3  Hist_02018
     -180 0.009642000
     -174 0.018252000
     -168 0.025018000
     -162 0.021984000
     -156 0.013142000
     -150 0.005806000
     -144 0.002278000
     -138 0.000888000
     -132 0.000388000
     -126 0.000194000
     -120 0.000152000
     -114 0.000226000
     -108 0.000368000
     -102 0.001056000
      -96 0.003322000
      -90 0.009638000
      -84 0.028214000
      -78 0.072864000
      -72 0.147392000
      -66 0.208896000
      -60 0.203662000
      -54 0.133154000
      -48 0.060398000
      -42 0.020134000
      -36 0.005340000
      -30 0.001124000
      -24 0.000240000
      -18 0.000046000
      -12 0.000010000
       -6 0.000002000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000004000
      144 0.000002000
      150 0.000026000
      156 0.000104000
      162 0.000434000
      168 0.001438000
      174 0.004162000
