#GLU98-1  Hist_01026
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000000000
    -156 0.000000000
    -150 0.000000000
    -144 0.000000000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000002000
     -78 0.000010000
     -72 0.000342000
     -66 0.002878000
     -60 0.016826000
     -54 0.062120000
     -48 0.150514000
     -42 0.233014000
     -36 0.237516000
     -30 0.165920000
     -24 0.083064000
     -18 0.032232000
     -12 0.010956000
      -6 0.003204000
       0 0.000932000
       6 0.000328000
      12 0.000084000
      18 0.000038000
      24 0.000014000
      30 0.000002000
      36 0.000004000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
