#LYS23-0  Hist_00226
    -180 0.000000000
    -174 0.000008000
    -168 0.000008000
    -162 0.000034000
    -156 0.000112000
    -150 0.000208000
    -144 0.000474000
    -138 0.000854000
    -132 0.001524000
    -126 0.002802000
    -120 0.004990000
    -114 0.009646000
    -108 0.018504000
    -102 0.036054000
     -96 0.065120000
     -90 0.105302000
     -84 0.148970000
     -78 0.177030000
     -72 0.172260000
     -66 0.131380000
     -60 0.077722000
     -54 0.033482000
     -48 0.010702000
     -42 0.002332000
     -36 0.000416000
     -30 0.000062000
     -24 0.000002000
     -18 0.000002000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
